,Age,Cabin,Embarked,Fare,Fsize,PassengerId,Pclass,Sex,Died,Survived
526,50,M,S,10.5,1,527,2,female,Alive,1
527,29,C,S,221.7792,1,528,1,male,Dead,0
528,39,M,S,7.925,1,529,3,male,Dead,0
529,23,M,S,11.5,4,530,2,male,Dead,0
530,2,M,S,26.0,3,531,2,female,Alive,1
531,29,M,C,7.2292,1,532,3,male,Dead,0
532,17,M,C,7.2292,3,533,3,male,Dead,0
533,29,M,C,22.3583,3,534,3,female,Alive,1
534,30,M,S,8.6625,1,535,3,female,Dead,0
535,7,M,S,26.25,3,536,2,female,Alive,1
536,45,B,S,26.55,1,537,1,male,Dead,0
537,30,M,C,106.425,1,538,1,female,Alive,1
538,29,M,S,14.5,1,539,3,male,Dead,0
539,22,B,C,49.5,3,540,1,female,Alive,1
540,36,B,S,71.0,3,541,1,female,Alive,1
541,9,M,S,31.275,7,542,3,female,Dead,0
542,11,M,S,31.275,7,543,3,female,Dead,0
543,32,M,S,26.0,2,544,2,male,Alive,1
544,50,C,C,106.425,2,545,1,male,Dead,0
545,64,M,S,26.0,1,546,1,male,Dead,0
546,19,M,S,26.0,2,547,2,female,Alive,1
547,29,M,C,13.8625,1,548,2,male,Alive,1
548,33,M,S,20.525,3,549,3,male,Dead,0
549,8,M,S,36.75,3,550,2,male,Alive,1
550,17,C,C,110.8833,3,551,1,male,Alive,1
551,27,M,S,26.0,1,552,2,male,Dead,0
552,29,M,Q,7.8292,1,553,3,male,Dead,0
553,22,M,C,7.225,1,554,3,male,Alive,1
554,22,M,S,7.775,1,555,3,female,Alive,1
555,62,M,S,26.55,1,556,1,male,Dead,0
556,48,A,C,39.6,2,557,1,female,Alive,1
557,29,M,C,227.525,1,558,1,male,Dead,0
558,39,E,S,79.65,3,559,1,female,Alive,1
559,36,M,S,17.4,2,560,3,female,Alive,1
560,29,M,Q,7.75,1,561,3,male,Dead,0
561,40,M,S,7.8958,1,562,3,male,Dead,0
562,28,M,S,13.5,1,563,2,male,Dead,0
563,29,M,S,8.05,1,564,3,male,Dead,0
564,29,M,S,8.05,1,565,3,female,Dead,0
565,24,M,S,24.15,3,566,3,male,Dead,0
566,19,M,S,7.8958,1,567,3,male,Dead,0
567,29,M,S,21.075,5,568,3,female,Dead,0
568,29,M,C,7.2292,1,569,3,male,Dead,0
569,32,M,S,7.8542,1,570,3,male,Alive,1
570,62,M,S,10.5,1,571,2,male,Alive,1
571,53,C,S,51.4792,3,572,1,female,Alive,1
572,36,E,S,26.3875,1,573,1,male,Alive,1
573,29,M,Q,7.75,1,574,3,female,Alive,1
574,16,M,S,8.05,1,575,3,male,Dead,0
575,19,M,S,14.5,1,576,3,male,Dead,0
576,34,M,S,13.0,1,577,2,female,Alive,1
577,39,E,S,55.9,2,578,1,female,Alive,1
578,29,M,C,14.4583,2,579,3,female,Dead,0
579,32,M,S,7.925,1,580,3,male,Alive,1
580,25,M,S,30.0,3,581,2,female,Alive,1
581,39,C,C,110.8833,3,582,1,female,Alive,1
582,54,M,S,26.0,1,583,2,male,Dead,0
583,36,A,C,40.125,1,584,1,male,Dead,0
584,29,M,C,8.7125,1,585,3,male,Dead,0
585,18,E,S,79.65,3,586,1,female,Alive,1
586,47,M,S,15.0,1,587,2,male,Dead,0
587,60,B,C,79.2,3,588,1,male,Alive,1
588,22,M,S,8.05,1,589,3,male,Dead,0
589,29,M,S,8.05,1,590,3,male,Dead,0
590,35,M,S,7.125,1,591,3,male,Dead,0
591,52,D,C,78.2667,2,592,1,female,Alive,1
592,47,M,S,7.25,1,593,3,male,Dead,0
593,29,M,Q,7.75,3,594,3,female,Dead,0
594,37,M,S,26.0,2,595,2,male,Dead,0
595,36,M,S,24.15,3,596,3,male,Dead,0
596,29,M,S,33.0,1,597,2,female,Alive,1
597,49,M,S,0.0,1,598,3,male,Dead,0
598,29,M,C,7.225,1,599,3,male,Dead,0
599,49,A,C,56.9292,2,600,1,male,Alive,1
600,24,M,S,27.0,4,601,2,female,Alive,1
601,29,M,S,7.8958,1,602,3,male,Dead,0
602,29,M,S,42.4,1,603,1,male,Dead,0
603,44,M,S,8.05,1,604,3,male,Dead,0
604,35,M,C,26.55,1,605,1,male,Alive,1
605,36,M,S,15.55,2,606,3,male,Dead,0
606,30,M,S,7.8958,1,607,3,male,Dead,0
607,27,M,S,30.5,1,608,1,male,Alive,1
608,22,M,C,41.5792,4,609,2,female,Alive,1
609,40,C,S,153.4625,1,610,1,female,Alive,1
610,39,M,S,31.275,7,611,3,female,Dead,0
611,29,M,S,7.05,1,612,3,male,Dead,0
612,29,M,Q,15.5,2,613,3,female,Alive,1
613,29,M,Q,7.75,1,614,3,male,Dead,0
614,35,M,S,8.05,1,615,3,male,Dead,0
615,24,M,S,65.0,4,616,2,female,Alive,1
616,34,M,S,14.4,3,617,3,male,Dead,0
617,26,M,S,16.1,2,618,3,female,Dead,0
618,4,F,S,39.0,4,619,2,female,Alive,1
619,26,M,S,10.5,1,620,2,male,Dead,0
620,27,M,C,14.4542,2,621,3,male,Dead,0
621,42,D,S,52.5542,2,622,1,male,Alive,1
622,20,M,C,15.7417,3,623,3,male,Alive,1
623,21,M,S,7.8542,1,624,3,male,Dead,0
624,21,M,S,16.1,1,625,3,male,Dead,0
625,61,D,S,32.3208,1,626,1,male,Dead,0
626,57,M,Q,12.35,1,627,2,male,Dead,0
627,21,D,S,77.9583,1,628,1,female,Alive,1
628,26,M,S,7.8958,1,629,3,male,Dead,0
629,29,M,Q,7.7333,1,630,3,male,Dead,0
630,80,A,S,30.0,1,631,1,male,Alive,1
631,51,M,S,7.0542,1,632,3,male,Dead,0
632,32,B,C,30.5,1,633,1,male,Alive,1
633,29,M,S,0.0,1,634,1,male,Dead,0
634,9,M,S,27.9,6,635,3,female,Dead,0
635,28,M,S,13.0,1,636,2,female,Alive,1
636,32,M,S,7.925,1,637,3,male,Dead,0
637,31,M,S,26.25,3,638,2,male,Dead,0
638,41,M,S,39.6875,6,639,3,female,Dead,0
639,29,M,S,16.1,2,640,3,male,Dead,0
640,20,M,S,7.8542,1,641,3,male,Dead,0
641,24,B,C,69.3,1,642,1,female,Alive,1
642,2,M,S,27.9,6,643,3,female,Dead,0
643,29,M,S,56.4958,1,644,3,male,Alive,1
644,0,M,C,19.2583,4,645,3,female,Alive,1
645,48,D,C,76.7292,2,646,1,male,Alive,1
646,19,M,S,7.8958,1,647,3,male,Dead,0
647,56,A,C,35.5,1,648,1,male,Alive,1
648,29,M,S,7.55,1,649,3,male,Dead,0
649,23,M,S,7.55,1,650,3,female,Alive,1
650,29,M,S,7.8958,1,651,3,male,Dead,0
651,18,M,S,23.0,2,652,2,female,Alive,1
652,21,M,S,8.4333,1,653,3,male,Dead,0
653,29,M,Q,7.8292,1,654,3,female,Alive,1
654,18,M,Q,6.75,1,655,3,female,Dead,0
655,24,M,S,73.5,3,656,2,male,Dead,0
656,29,M,S,7.8958,1,657,3,male,Dead,0
657,32,M,Q,15.5,3,658,3,female,Dead,0
658,23,M,S,13.0,1,659,2,male,Dead,0
659,58,D,C,113.275,3,660,1,male,Dead,0
660,50,M,S,133.65,3,661,1,male,Alive,1
661,40,M,C,7.225,1,662,3,male,Dead,0
662,47,E,S,25.5875,1,663,1,male,Dead,0
663,36,M,S,7.4958,1,664,3,male,Dead,0
664,20,M,S,7.925,2,665,3,male,Alive,1
665,32,M,S,73.5,3,666,2,male,Dead,0
666,25,M,S,13.0,1,667,2,male,Dead,0
667,29,M,S,7.775,1,668,3,male,Dead,0
668,43,M,S,8.05,1,669,3,male,Dead,0
669,29,C,S,52.0,2,670,1,female,Alive,1
670,40,M,S,39.0,3,671,2,female,Alive,1
671,31,B,S,52.0,2,672,1,male,Dead,0
672,70,M,S,10.5,1,673,2,male,Dead,0
673,31,M,S,13.0,1,674,2,male,Alive,1
674,29,M,S,0.0,1,675,2,male,Dead,0
675,18,M,S,7.775,1,676,3,male,Dead,0
676,24,M,S,8.05,1,677,3,male,Dead,0
677,18,M,S,9.8417,1,678,3,female,Alive,1
678,43,M,S,46.9,8,679,3,female,Dead,0
679,36,B,C,512.3292,2,680,1,male,Alive,1
680,29,M,Q,8.1375,1,681,3,female,Dead,0
681,27,D,C,76.7292,1,682,1,male,Alive,1
682,20,M,S,9.225,1,683,3,male,Dead,0
683,14,M,S,46.9,8,684,3,male,Dead,0
684,60,M,S,39.0,3,685,2,male,Dead,0
685,25,M,C,41.5792,4,686,2,male,Dead,0
686,14,M,S,39.6875,6,687,3,male,Dead,0
687,19,M,S,10.1708,1,688,3,male,Dead,0
688,18,M,S,7.7958,1,689,3,male,Dead,0
689,15,B,S,211.3375,2,690,1,female,Alive,1
690,31,B,S,57.0,2,691,1,male,Alive,1
691,4,M,C,13.4167,2,692,3,female,Alive,1
692,29,M,S,56.4958,1,693,3,male,Alive,1
693,25,M,C,7.225,1,694,3,male,Dead,0
694,60,M,S,26.55,1,695,1,male,Dead,0
695,52,M,S,13.5,1,696,2,male,Dead,0
696,44,M,S,8.05,1,697,3,male,Dead,0
697,29,M,Q,7.7333,1,698,3,female,Alive,1
698,49,C,C,110.8833,3,699,1,male,Dead,0
699,42,F,S,7.65,1,700,3,male,Dead,0
700,18,C,C,227.525,2,701,1,female,Alive,1
701,35,E,S,26.2875,1,702,1,male,Alive,1
702,18,M,C,14.4542,2,703,3,female,Dead,0
703,25,M,Q,7.7417,1,704,3,male,Dead,0
704,26,M,S,7.8542,2,705,3,male,Dead,0
705,39,M,S,26.0,1,706,2,male,Dead,0
706,45,M,S,13.5,1,707,2,female,Alive,1
707,42,E,S,26.2875,1,708,1,male,Alive,1
708,22,M,S,151.55,1,709,1,female,Alive,1
709,29,M,C,15.2458,3,710,3,male,Alive,1
710,24,C,C,49.5042,1,711,1,female,Alive,1
711,29,C,S,26.55,1,712,1,male,Dead,0
712,48,C,S,52.0,2,713,1,male,Alive,1
713,29,M,S,9.4833,1,714,3,male,Dead,0
714,52,M,S,13.0,1,715,2,male,Dead,0
715,19,F,S,7.65,1,716,3,male,Dead,0
716,38,C,C,227.525,1,717,1,female,Alive,1
717,27,E,S,10.5,1,718,2,female,Alive,1
718,29,M,Q,15.5,1,719,3,male,Dead,0
719,33,M,S,7.775,1,720,3,male,Dead,0
720,6,M,S,33.0,2,721,2,female,Alive,1
721,17,M,S,7.0542,2,722,3,male,Dead,0
722,34,M,S,13.0,1,723,2,male,Dead,0
723,50,M,S,13.0,1,724,2,male,Dead,0
724,27,E,S,53.1,2,725,1,male,Alive,1
725,20,M,S,8.6625,1,726,3,male,Dead,0
726,30,M,S,21.0,4,727,2,female,Alive,1
727,29,M,Q,7.7375,1,728,3,female,Alive,1
728,25,M,S,26.0,2,729,2,male,Dead,0
729,25,M,S,7.925,2,730,3,female,Dead,0
730,29,B,S,211.3375,1,731,1,female,Alive,1
731,11,M,C,18.7875,1,732,3,male,Dead,0
732,29,M,S,0.0,1,733,2,male,Dead,0
733,23,M,S,13.0,1,734,2,male,Dead,0
734,23,M,S,13.0,1,735,2,male,Dead,0
735,28,M,S,16.1,1,736,3,male,Dead,0
736,48,M,S,34.375,5,737,3,female,Dead,0
737,35,B,C,512.3292,1,738,1,male,Alive,1
738,29,M,S,7.8958,1,739,3,male,Dead,0
739,29,M,S,7.8958,1,740,3,male,Dead,0
740,29,D,S,30.0,1,741,1,male,Alive,1
741,36,C,S,78.85,2,742,1,male,Dead,0
742,21,B,C,262.375,5,743,1,female,Alive,1
743,24,M,S,16.1,2,744,3,male,Dead,0
744,31,M,S,7.925,1,745,3,male,Alive,1
745,70,B,S,71.0,3,746,1,male,Dead,0
746,16,M,S,20.25,3,747,3,male,Dead,0
747,30,M,S,13.0,1,748,2,female,Alive,1
748,19,D,S,53.1,2,749,1,male,Dead,0
749,31,M,Q,7.75,1,750,3,male,Dead,0
750,4,M,S,23.0,3,751,2,female,Alive,1
751,6,E,S,12.475,2,752,3,male,Alive,1
752,33,M,S,9.5,1,753,3,male,Dead,0
753,23,M,S,7.8958,1,754,3,male,Dead,0
754,48,M,S,65.0,4,755,2,female,Alive,1
755,0,M,S,14.5,3,756,2,male,Alive,1
756,28,M,S,7.7958,1,757,3,male,Dead,0
757,18,M,S,11.5,1,758,2,male,Dead,0
758,34,M,S,8.05,1,759,3,male,Dead,0
759,33,B,S,86.5,1,760,1,female,Alive,1
760,29,M,S,14.5,1,761,3,male,Dead,0
761,41,M,S,7.125,1,762,3,male,Dead,0
762,20,M,C,7.2292,1,763,3,male,Alive,1
763,36,B,S,120.0,4,764,1,female,Alive,1
764,16,M,S,7.775,1,765,3,male,Dead,0
765,51,D,S,77.9583,2,766,1,female,Alive,1
766,29,M,C,39.6,1,767,1,male,Dead,0
767,30,M,Q,7.75,1,768,3,female,Dead,0
768,29,M,Q,24.15,2,769,3,male,Dead,0
769,32,M,S,8.3625,1,770,3,male,Dead,0
770,24,M,S,9.5,1,771,3,male,Dead,0
771,48,M,S,7.8542,1,772,3,male,Dead,0
772,57,E,S,10.5,1,773,2,female,Dead,0
773,29,M,C,7.225,1,774,3,male,Dead,0
774,54,M,S,23.0,5,775,2,female,Alive,1
775,18,M,S,7.75,1,776,3,male,Dead,0
776,29,F,Q,7.75,1,777,3,male,Dead,0
777,5,M,S,12.475,1,778,3,female,Alive,1
778,29,M,Q,7.7375,1,779,3,male,Dead,0
779,43,B,S,211.3375,2,780,1,female,Alive,1
780,13,M,C,7.2292,1,781,3,female,Alive,1
781,17,B,S,57.0,2,782,1,female,Alive,1
782,29,D,S,30.0,1,783,1,male,Dead,0
783,29,M,S,23.45,4,784,3,male,Dead,0
784,25,M,S,7.05,1,785,3,male,Dead,0
785,25,M,S,7.25,1,786,3,male,Dead,0
786,18,M,S,7.4958,1,787,3,female,Alive,1
787,8,M,Q,29.125,6,788,3,male,Dead,0
788,1,M,S,20.575,4,789,3,male,Alive,1
789,46,B,C,79.2,1,790,1,male,Dead,0
790,29,M,Q,7.75,1,791,3,male,Dead,0
791,16,M,S,26.0,1,792,2,male,Dead,0
792,29,M,S,69.55,11,793,3,female,Dead,0
793,29,M,C,30.6958,1,794,1,male,Dead,0
794,25,M,S,7.8958,1,795,3,male,Dead,0
795,39,M,S,13.0,1,796,2,male,Dead,0
796,49,D,S,25.9292,1,797,1,female,Alive,1
797,31,M,S,8.6833,1,798,3,female,Alive,1
798,30,M,C,7.2292,1,799,3,male,Dead,0
799,30,M,S,24.15,3,800,3,female,Dead,0
800,34,M,S,13.0,1,801,2,male,Dead,0
801,31,M,S,26.25,3,802,2,female,Alive,1
802,11,B,S,120.0,4,803,1,male,Alive,1
803,0,M,C,8.5167,2,804,3,male,Alive,1
804,27,M,S,6.975,1,805,3,male,Alive,1
805,31,M,S,7.775,1,806,3,male,Dead,0
806,39,A,S,0.0,1,807,1,male,Dead,0
807,18,M,S,7.775,1,808,3,female,Dead,0
808,39,M,S,13.0,1,809,2,male,Dead,0
809,33,E,S,53.1,2,810,1,female,Alive,1
810,26,M,S,7.8875,1,811,3,male,Dead,0
811,39,M,S,24.15,1,812,3,male,Dead,0
812,35,M,S,10.5,1,813,2,male,Dead,0
813,6,M,S,31.275,7,814,3,female,Dead,0
814,30,M,S,8.05,1,815,3,male,Dead,0
815,29,B,S,0.0,1,816,1,male,Dead,0
816,23,M,S,7.925,1,817,3,female,Dead,0
817,31,M,C,37.0042,3,818,2,male,Dead,0
818,43,M,S,6.45,1,819,3,male,Dead,0
819,10,M,S,27.9,6,820,3,male,Dead,0
820,52,B,S,93.5,3,821,1,female,Alive,1
821,27,M,S,8.6625,1,822,3,male,Alive,1
822,38,M,S,0.0,1,823,1,male,Dead,0
823,27,E,S,12.475,2,824,3,female,Alive,1
824,2,M,S,39.6875,6,825,3,male,Dead,0
825,29,M,Q,6.95,1,826,3,male,Dead,0
826,29,M,S,56.4958,1,827,3,male,Dead,0
827,1,M,C,37.0042,3,828,2,male,Alive,1
828,29,M,Q,7.75,1,829,3,male,Alive,1
829,62,B,S,80.0,1,830,1,female,Alive,1
830,15,M,C,14.4542,2,831,3,female,Alive,1
831,0,M,S,18.75,3,832,2,male,Alive,1
832,29,M,C,7.2292,1,833,3,male,Dead,0
833,23,M,S,7.8542,1,834,3,male,Dead,0
834,18,M,S,8.3,1,835,3,male,Dead,0
835,39,E,C,83.1583,3,836,1,female,Alive,1
836,21,M,S,8.6625,1,837,3,male,Dead,0
837,29,M,S,8.05,1,838,3,male,Dead,0
838,32,M,S,56.4958,1,839,3,male,Alive,1
839,29,C,C,29.7,1,840,1,male,Alive,1
840,20,M,S,7.925,1,841,3,male,Dead,0
841,16,M,S,10.5,1,842,2,male,Dead,0
842,30,M,C,31.0,1,843,1,female,Alive,1
843,34,M,C,6.4375,1,844,3,male,Dead,0
844,17,M,S,8.6625,1,845,3,male,Dead,0
845,42,M,S,7.55,1,846,3,male,Dead,0
846,29,M,S,69.55,11,847,3,male,Dead,0
847,35,M,C,7.8958,1,848,3,male,Dead,0
848,28,M,S,33.0,2,849,2,male,Dead,0
849,29,C,C,89.1042,2,850,1,female,Alive,1
850,4,M,S,31.275,7,851,3,male,Dead,0
851,74,M,S,7.775,1,852,3,male,Dead,0
852,9,M,C,15.2458,3,853,3,female,Dead,0
853,16,D,S,39.4,2,854,1,female,Alive,1
854,44,M,S,26.0,2,855,2,female,Dead,0
855,18,M,S,9.35,2,856,3,female,Alive,1
856,45,M,S,164.8667,3,857,1,female,Alive,1
857,51,E,S,26.55,1,858,1,male,Alive,1
858,24,M,C,19.2583,4,859,3,female,Alive,1
859,29,M,C,7.2292,1,860,3,male,Dead,0
860,41,M,S,14.1083,3,861,3,male,Dead,0
861,21,M,S,11.5,2,862,2,male,Dead,0
862,48,D,S,25.9292,1,863,1,female,Alive,1
863,29,M,S,69.55,11,864,3,female,Dead,0
864,24,M,S,13.0,1,865,2,male,Dead,0
865,42,M,S,13.0,1,866,2,female,Alive,1
866,27,M,C,13.8583,2,867,2,female,Alive,1
867,31,A,S,50.4958,1,868,1,male,Dead,0
868,29,M,S,9.5,1,869,3,male,Dead,0
869,4,M,S,11.1333,3,870,3,male,Alive,1
870,26,M,S,7.8958,1,871,3,male,Dead,0
871,47,D,S,52.5542,3,872,1,female,Alive,1
872,33,B,S,5.0,1,873,1,male,Dead,0
873,47,M,S,9.0,1,874,3,male,Dead,0
874,28,M,C,24.0,2,875,2,female,Alive,1
875,15,M,C,7.225,1,876,3,female,Alive,1
876,20,M,S,9.8458,1,877,3,male,Dead,0
877,19,M,S,7.8958,1,878,3,male,Dead,0
878,29,M,S,7.8958,1,879,3,male,Dead,0
879,56,C,C,83.1583,2,880,1,female,Alive,1
880,25,M,S,26.0,2,881,2,female,Alive,1
881,33,M,S,7.8958,1,882,3,male,Dead,0
882,22,M,S,10.5167,1,883,3,female,Dead,0
883,28,M,S,10.5,1,884,2,male,Dead,0
884,25,M,S,7.05,1,885,3,male,Dead,0
885,39,M,Q,29.125,6,886,3,female,Dead,0
886,27,M,S,13.0,1,887,2,male,Dead,0
887,19,B,S,30.0,1,888,1,female,Alive,1
888,29,M,S,23.45,4,889,3,female,Dead,0
889,26,C,C,30.0,1,890,1,male,Alive,1
890,32,M,Q,7.75,1,891,3,male,Dead,0
891,34,M,Q,7.8292,1,892,3,male,Dead,0
892,47,M,S,7.0,2,893,3,female,Alive,1
893,62,M,Q,9.6875,1,894,2,male,Dead,0
894,27,M,S,8.6625,1,895,3,male,Dead,0
895,22,M,S,12.2875,3,896,3,female,Alive,1
896,14,M,S,9.225,1,897,3,male,Dead,0
897,30,M,Q,7.6292,1,898,3,female,Alive,1
898,26,M,S,29.0,3,899,2,male,Dead,0
899,18,M,C,7.2292,1,900,3,female,Alive,1
900,21,M,S,24.15,3,901,3,male,Dead,0
901,29,M,S,7.8958,1,902,3,male,Dead,0
902,46,M,S,26.0,1,903,1,male,Dead,0
903,23,B,S,82.2667,2,904,1,female,Alive,1
904,63,M,S,26.0,2,905,2,male,Dead,0
905,47,E,S,61.175,2,906,1,female,Alive,1
906,24,M,C,27.7208,2,907,2,female,Alive,1
907,35,M,Q,12.35,1,908,2,male,Dead,0
908,21,M,C,7.225,1,909,3,male,Dead,0
909,27,M,S,7.925,2,910,3,female,Alive,1
910,45,M,C,7.225,1,911,3,female,Alive,1
911,55,M,C,59.4,2,912,1,male,Dead,0
912,9,M,S,3.1708,2,913,3,male,Dead,0
913,29,M,S,31.6833,1,914,1,female,Alive,1
914,21,M,C,61.3792,2,915,1,male,Dead,0
915,48,B,C,262.375,5,916,1,female,Alive,1
916,50,M,S,14.5,2,917,3,male,Dead,0
917,22,B,C,61.9792,2,918,1,female,Alive,1
918,22,M,C,7.225,1,919,3,male,Dead,0
919,41,A,S,30.5,1,920,1,male,Dead,0
920,29,M,C,21.6792,3,921,3,male,Dead,0
921,50,M,S,26.0,2,922,2,male,Dead,0
922,24,M,S,31.5,3,923,2,male,Dead,0
923,33,M,S,20.575,4,924,3,female,Alive,1
924,29,M,S,23.45,4,925,3,female,Alive,1
925,30,C,C,57.75,2,926,1,male,Dead,0
926,18,M,C,7.2292,1,927,3,male,Dead,0
927,29,M,S,8.05,1,928,3,female,Alive,1
928,21,M,S,8.6625,1,929,3,female,Alive,1
929,25,M,S,9.5,1,930,3,male,Dead,0
930,29,M,S,56.4958,1,931,3,male,Dead,0
931,39,M,C,13.4167,2,932,3,male,Dead,0
932,29,D,S,26.55,1,933,1,male,Dead,0
933,41,M,S,7.85,1,934,3,male,Dead,0
934,30,M,S,13.0,1,935,2,female,Alive,1
935,45,D,S,52.5542,2,936,1,female,Alive,1
936,25,M,S,7.925,1,937,3,male,Dead,0
937,45,A,C,29.7,1,938,1,male,Dead,0
938,29,M,Q,7.75,1,939,3,male,Dead,0
939,60,D,C,76.2917,1,940,1,female,Alive,1
940,36,M,S,15.9,3,941,3,female,Alive,1
941,24,C,S,60.0,2,942,1,male,Dead,0
942,27,M,C,15.0333,1,943,2,male,Dead,0
943,20,M,S,23.0,4,944,2,female,Alive,1
944,28,C,S,263.0,6,945,1,female,Alive,1
945,29,M,C,15.5792,1,946,2,male,Dead,0
946,10,M,Q,29.125,6,947,3,male,Dead,0
947,35,M,S,7.8958,1,948,3,male,Dead,0
948,25,F,S,7.65,1,949,3,male,Dead,0
949,29,M,S,16.1,2,950,3,male,Dead,0
950,36,B,C,262.375,1,951,1,female,Alive,1
951,17,M,S,7.8958,1,952,3,male,Dead,0
952,32,M,S,13.5,1,953,2,male,Dead,0
953,18,M,S,7.75,1,954,3,male,Dead,0
954,22,M,Q,7.725,1,955,3,female,Alive,1
955,13,B,C,262.375,5,956,1,male,Dead,0
956,29,M,S,21.0,1,957,2,female,Alive,1
957,18,M,Q,7.8792,1,958,3,female,Alive,1
958,47,M,S,42.4,1,959,1,male,Dead,0
959,31,C,C,28.5375,1,960,1,male,Dead,0
960,60,C,S,263.0,6,961,1,female,Alive,1
961,24,M,Q,7.75,1,962,3,female,Alive,1
962,21,M,S,7.8958,1,963,3,male,Dead,0
963,29,M,S,7.925,1,964,3,female,Alive,1
964,28,D,C,27.7208,1,965,1,male,Dead,0
965,35,C,C,211.5,1,966,1,female,Alive,1
966,32,C,C,211.5,1,967,1,male,Dead,0
967,29,M,S,8.05,1,968,3,male,Dead,0
968,55,C,S,25.7,3,969,1,female,Alive,1
969,30,M,S,13.0,1,970,2,male,Dead,0
970,24,M,Q,7.75,1,971,3,female,Alive,1
971,6,M,C,15.2458,3,972,3,male,Dead,0
972,67,C,S,221.7792,2,973,1,male,Dead,0
973,49,M,S,26.0,1,974,1,male,Dead,0
974,29,M,S,7.8958,1,975,3,male,Dead,0
975,29,M,Q,10.7083,1,976,2,male,Dead,0
976,29,M,C,14.4542,2,977,3,male,Dead,0
977,27,M,Q,7.8792,1,978,3,female,Alive,1
978,18,M,S,8.05,1,979,3,female,Alive,1
979,29,M,Q,7.75,1,980,3,female,Alive,1
980,2,M,S,23.0,3,981,2,male,Dead,0
981,22,M,S,13.9,2,982,3,female,Alive,1
982,29,M,S,7.775,1,983,3,male,Dead,0
983,27,B,S,52.0,4,984,1,female,Alive,1
984,29,M,S,8.05,1,985,3,male,Dead,0
985,25,M,C,26.0,1,986,1,male,Dead,0
986,25,M,S,7.7958,1,987,3,male,Dead,0
987,76,C,S,78.85,2,988,1,female,Alive,1
988,29,M,S,7.925,1,989,3,male,Dead,0
989,20,M,S,7.8542,1,990,3,female,Alive,1
990,33,M,S,8.05,1,991,3,male,Dead,0
991,43,C,C,55.4417,2,992,1,female,Alive,1
992,27,M,S,26.0,2,993,2,male,Dead,0
993,29,M,Q,7.75,1,994,3,male,Dead,0
994,26,M,S,7.775,1,995,3,male,Dead,0
995,16,M,C,8.5167,3,996,3,female,Alive,1
996,28,M,S,22.525,1,997,3,male,Dead,0
997,21,M,Q,7.8208,1,998,3,male,Dead,0
998,29,M,Q,7.75,1,999,3,male,Dead,0
999,29,M,S,8.7125,1,1000,3,male,Dead,0
1000,18,F,S,13.0,1,1001,2,male,Dead,0
1001,41,M,C,15.0458,1,1002,2,male,Dead,0
1002,29,M,Q,7.7792,1,1003,3,female,Alive,1
1003,36,A,C,31.6792,1,1004,1,female,Alive,1
1004,18,M,Q,7.2833,1,1005,3,female,Alive,1
1005,63,C,S,221.7792,2,1006,1,female,Alive,1
1006,18,M,C,14.4542,2,1007,3,male,Dead,0
1007,29,M,C,6.4375,1,1008,3,male,Dead,0
1008,1,G,S,16.7,3,1009,3,female,Alive,1
1009,36,C,C,75.2417,1,1010,1,male,Dead,0
1010,29,M,S,26.0,2,1011,2,female,Alive,1
1011,12,M,S,15.75,1,1012,2,female,Alive,1
1012,29,M,Q,7.75,2,1013,3,male,Dead,0
1013,35,C,C,57.75,2,1014,1,female,Alive,1
1014,28,M,S,7.25,1,1015,3,male,Dead,0
1015,29,M,Q,7.75,1,1016,3,male,Dead,0
1016,17,M,S,16.1,2,1017,3,female,Alive,1
1017,22,M,S,7.7958,1,1018,3,male,Dead,0
1018,29,M,Q,23.25,3,1019,3,female,Alive,1
1019,42,M,S,13.0,1,1020,2,male,Dead,0
1020,24,M,S,8.05,1,1021,3,male,Dead,0
1021,32,M,S,8.05,1,1022,3,male,Dead,0
1022,53,C,C,28.5,1,1023,1,male,Dead,0
1023,29,M,S,25.4667,5,1024,3,female,Alive,1
1024,29,M,C,6.4375,2,1025,3,male,Dead,0
1025,43,M,S,7.8958,1,1026,3,male,Dead,0
1026,24,M,S,7.8542,1,1027,3,male,Dead,0
1027,26,M,C,7.225,1,1028,3,male,Dead,0
1028,26,M,S,13.0,1,1029,2,male,Dead,0
1029,23,M,S,8.05,1,1030,3,female,Alive,1
1030,40,M,S,46.9,8,1031,3,male,Dead,0
1031,10,M,S,46.9,8,1032,3,female,Alive,1
1032,33,M,S,151.55,1,1033,1,female,Alive,1
1033,61,B,C,262.375,5,1034,1,male,Dead,0
1034,28,M,S,26.0,1,1035,2,male,Dead,0
1035,42,M,S,26.55,1,1036,1,male,Dead,0
1036,31,M,S,18.0,4,1037,3,male,Dead,0
1037,29,E,S,51.8625,1,1038,1,male,Dead,0
1038,22,M,S,8.05,1,1039,3,male,Dead,0
1039,29,M,S,26.55,1,1040,1,male,Dead,0
1040,30,M,S,26.0,3,1041,2,male,Dead,0
1041,23,C,C,83.1583,2,1042,1,female,Alive,1
1042,29,M,C,7.8958,1,1043,3,male,Dead,0
1043,60,M,S,10.060136781609208,1,1044,3,male,Dead,0
1044,36,M,S,12.1833,3,1045,3,female,Alive,1
1045,13,M,S,31.3875,7,1046,3,male,Dead,0
1046,24,M,S,7.55,1,1047,3,male,Dead,0
1047,29,C,S,221.7792,1,1048,1,female,Alive,1
1048,23,M,S,7.8542,1,1049,3,female,Alive,1
